date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:25	34/34	---M--	200	added ('OK')	text/plain	etag:%2222-608273d181880%22	https://shop.conexall.com/robots.txt		(from )
20:50:25	35461/35461	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:25%20GMT	https://shop.conexall.com/	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index.html	(from )
20:50:27	1141/1141	---M--	200	added ('OK')	image/png	etag:%22475-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/favicon/favicon-48.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/favicon/favicon-48.png	(from https://shop.conexall.com/)
20:50:27	3647/3647	---M--	200	added ('OK')	image/png	etag:%22e3f-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/favicon/favicon-144.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/favicon/favicon-144.png	(from https://shop.conexall.com/)
20:50:27	2817/2817	---M--	200	added ('OK')	image/png	etag:%22b01-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/favicon/favicon-114.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/favicon/favicon-114.png	(from https://shop.conexall.com/)
20:50:27	1676/1676	---M--	200	added ('OK')	image/png	etag:%2268c-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/favicon/favicon-72.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/favicon/favicon-72.png	(from https://shop.conexall.com/)
20:50:28	1374/1374	---M--	200	added ('OK')	image/png	etag:%2255e-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/favicon/favicon-57.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/favicon/favicon-57.png	(from https://shop.conexall.com/)
20:50:28	27116/27116	---M-Z	200	added ('OK')	text/css	etag:%2269ec-54fb555571ac0-gzip%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css	(from https://shop.conexall.com/)
20:50:28	35461/35461	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:28%20GMT	https://shop.conexall.com/index.php	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index-2.html	(from https://shop.conexall.com/)
20:50:28	46773/46773	---M-Z	200	added ('OK')	text/css	etag:%22b6b5-5ffc9e4577700-gzip%22	https://shop.conexall.com/oc-content/themes/bender/css/main.css	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/css/main.css	(from https://shop.conexall.com/)
20:50:29	286277/286277	---MC-	200	added ('OK')	application/javascript	date:Wed,%2021%20Feb%202024%2001:50:26%20GMT	https://www.googletagmanager.com/gtag/js?id=G-QFD0G9S62Y	C:/Users/Yassiel/Desktop/milton/sitio%20milton/www.googletagmanager.com/gtag/js68f8	(from https://shop.conexall.com/)
20:50:29	89501/89501	---M-Z	200	added ('OK')	text/javascript	etag:%2215d9d-5d24f76ec4bc0-gzip%22	https://shop.conexall.com/oc-includes/assets/jquery/jquery.min.js	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-includes/assets/jquery/jquery.min.js	(from https://shop.conexall.com/)
20:50:29	30123/30123	---M-Z	200	added ('OK')	text/javascript	etag:%2275ab-5a64e3451f6c0-gzip%22	https://shop.conexall.com/oc-content/themes/bender/js/fancybox/js/jquery.fancybox.min.js	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/fancybox/js/jquery.fancybox.min.js	(from https://shop.conexall.com/)
20:50:29	9834/9834	---M-Z	200	added ('OK')	text/javascript	etag:%22266a-5d24f76ec4bc0-gzip%22	https://shop.conexall.com/oc-includes/assets/osclass-legacy/js/date.js	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-includes/assets/osclass-legacy/js/date.js	(from https://shop.conexall.com/)
20:50:30	81100/81100	---M-Z	200	added ('OK')	text/javascript	etag:%2213ccc-5d24f76ec4bc0-gzip%22	https://shop.conexall.com/oc-includes/assets/osclass-legacy/js/fineuploader/jquery.fineuploader.min.js	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-includes/assets/osclass-legacy/js/fineuploader/jquery.fineuploader.min.js	(from https://shop.conexall.com/)
20:50:30	253669/253669	---MCZ	200	added ('OK')	text/javascript	etag:%223dee5-5d24f76ec4bc0-gzip%22	https://shop.conexall.com/oc-includes/assets/jquery-ui/jquery-ui.min.js	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-includes/assets/jquery-ui/jquery-ui.min.js	(from https://shop.conexall.com/)
20:50:30	6519/6519	---M-Z	200	added ('OK')	text/javascript	etag:%221977-5ad7735084080-gzip%22	https://shop.conexall.com/oc-content/themes/bender/js/global.js	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/global.js	(from https://shop.conexall.com/)
20:50:31	6436/6436	---M-Z	200	added ('OK')	text/css	etag:%221924-5a64e3451f6c0-gzip%22	https://shop.conexall.com/oc-content/themes/bender/js/fancybox/css/jquery.fancybox.min.css	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/fancybox/css/jquery.fancybox.min.css	(from https://shop.conexall.com/)
20:50:31	20766/20766	---M-Z	200	added ('OK')	text/css	etag:%22511e-54fb555571ac0-gzip%22	https://shop.conexall.com/oc-content/themes/bender/css/font-awesome-4.1.0/css/font-awesome.min.css	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/css/font-awesome-4.1.0/css/font-awesome.min.css	(from https://shop.conexall.com/)
20:50:31	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-5d24f76ec4bc0-gzip%22	https://shop.conexall.com/oc-includes/assets/osclass-legacy/js/fineuploader/fineuploader.css	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-includes/assets/osclass-legacy/js/fineuploader/fineuploader.css	(from https://shop.conexall.com/)
20:50:31	1226/1226	---M-Z	200	added ('OK')	text/css	etag:%224ca-54fb555571ac0-gzip%22	https://shop.conexall.com/oc-content/themes/bender/css/ajax-uploader.css	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/css/ajax-uploader.css	(from https://shop.conexall.com/)
20:50:32	10077/10077	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:32%20GMT	https://shop.conexall.com/index.php?page=login	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index6f31.html	(from https://shop.conexall.com/)
20:50:32	28085/28085	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:32%20GMT	https://shop.conexall.com/index.php?page=search&sCategory=98	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index6eb1.html	(from https://shop.conexall.com/)
20:50:32	40809/40809	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:32%20GMT	https://shop.conexall.com/index.php?page=search&sCategory=10	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexc438.html	(from https://shop.conexall.com/)
20:50:33	37358/37358	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:33%20GMT	https://shop.conexall.com/index.php?page=search&sCategory=94	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexdcd6.html	(from https://shop.conexall.com/)
20:50:33	21270/21270	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:33%20GMT	https://shop.conexall.com/index.php?page=search&sCategory=9	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index2c94.html	(from https://shop.conexall.com/)
20:50:33	35443/35443	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:33%20GMT	https://shop.conexall.com/index.php?sShowAs=list	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index6d55.html	(from https://shop.conexall.com/)
20:50:34	35461/35461	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:34%20GMT	https://shop.conexall.com/index.php?sShowAs=gallery	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index59b1.html	(from https://shop.conexall.com/)
20:50:34	13431/13431	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:34%20GMT	https://shop.conexall.com/index.php?page=item&id=168	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexaf73.html	(from https://shop.conexall.com/)
20:50:34	4179/4179	---M--	200	added ('OK')	image/jpeg	etag:%221053-611b2c40614c8%22	https://shop.conexall.com/oc-content/uploads/1/448_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/448_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:35	12855/12855	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:35%20GMT	https://shop.conexall.com/index.php?page=item&id=167	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index01aa.html	(from https://shop.conexall.com/)
20:50:35	6051/6051	---M--	200	added ('OK')	image/jpeg	etag:%2217a3-611b27e18f665%22	https://shop.conexall.com/oc-content/uploads/1/444_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/444_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:35	13795/13795	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:35%20GMT	https://shop.conexall.com/index.php?page=item&id=166	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index6712.html	(from https://shop.conexall.com/)
20:50:36	4614/4614	---M--	200	added ('OK')	image/jpeg	etag:%221206-611af18fe42bb%22	https://shop.conexall.com/oc-content/uploads/1/438_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/438_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:36	6852/6852	---M--	200	added ('OK')	image/jpeg	etag:%221ac4-60f0876f1f7f3%22	https://shop.conexall.com/oc-content/uploads/1/283_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/283_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:36	13420/13420	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:36%20GMT	https://shop.conexall.com/index.php?page=item&id=108	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index80cd.html	(from https://shop.conexall.com/)
20:50:37	15032/15032	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:37%20GMT	https://shop.conexall.com/index.php?page=item&id=165	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index3ae4.html	(from https://shop.conexall.com/)
20:50:37	7519/7519	---M--	200	added ('OK')	image/jpeg	etag:%221d5f-611aedc1713eb%22	https://shop.conexall.com/oc-content/uploads/1/435_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/435_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:38	13090/13090	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:38%20GMT	https://shop.conexall.com/index.php?page=item&id=9	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index0266.html	(from https://shop.conexall.com/)
20:50:38	6211/6211	---M--	200	added ('OK')	image/jpeg	etag:%221843-6082df8eb88c0%22	https://shop.conexall.com/oc-content/uploads/0/14_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/0/14_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:39	12602/12602	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:39%20GMT	https://shop.conexall.com/index.php?page=item&id=5	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexa83b.html	(from https://shop.conexall.com/)
20:50:39	7871/7871	---M--	200	added ('OK')	image/jpeg	etag:%221ebf-6082e10954600%22	https://shop.conexall.com/oc-content/uploads/0/21_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/0/21_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:39	13147/13147	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:39%20GMT	https://shop.conexall.com/index.php?page=item&id=164	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index7af8.html	(from https://shop.conexall.com/)
20:50:40	5239/5239	---M--	200	added ('OK')	image/jpeg	etag:%221477-611ae4f6ac805%22	https://shop.conexall.com/oc-content/uploads/1/431_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/431_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:40	11580/11580	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:40%20GMT	https://shop.conexall.com/index.php?page=item&id=14	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index8575.html	(from https://shop.conexall.com/)
20:50:40	5546/5546	---M--	200	added ('OK')	image/jpeg	etag:%2215aa-6082e3a116400%22	https://shop.conexall.com/oc-content/uploads/0/26_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/0/26_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:41	12566/12566	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:41%20GMT	https://shop.conexall.com/index.php?page=item&id=163	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index86a0.html	(from https://shop.conexall.com/)
20:50:41	4854/4854	---M--	200	added ('OK')	image/jpeg	etag:%2212f6-61123eccac258%22	https://shop.conexall.com/oc-content/uploads/1/428_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/428_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:41	12678/12678	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:41%20GMT	https://shop.conexall.com/index.php?page=item&id=162	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexe54f.html	(from https://shop.conexall.com/)
20:50:42	7971/7971	---M--	200	added ('OK')	image/jpeg	etag:%221f23-61123c0af6d43%22	https://shop.conexall.com/oc-content/uploads/1/424_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/424_thumbnail.jpg	(from https://shop.conexall.com/)
